Judet;Localitate;Siruta;Total numar animale localitate;;;;Cate curti au un nr de bovine dintr-un interval;;;;Cate curti au un nr de ovine dintr-un interval;;;;Cate curti au un nr de caprine dintr-un interval;;;;Cate curti au un nr de porci dintr-un interval;;;
;;;bovine;ovine;caprine;porci;Intre 1 si 2;Intre 3 si 4;Intre 5 si 9;Peste 9;Intre 1 si 5;Intre 6 si 14;Intre 15 si 49;Peste 49;Intre 1 si 2;Intre 3 si 9;Intre 10 si 19;Peste 19;Intre 1 si 2;Intre 3 si 4;Intre 5 si 14;Peste 14
Tulcea;Frecatei;160396;589;3314;560;331;8;1;0;4;12;5;2;12;17;7;2;7;47;23;16;2
Tulcea;Garvan;160635;195;5232;735;1051;35;6;10;2;1;5;11;17;4;7;2;10;107;56;55;7
Tulcea;General Praporgescu;160145;6;1156;1152;17;1;1;0;0;0;0;0;4;1;0;1;5;2;1;1;0
Tulcea;Gorgova;160804;125;0;79;20;2;1;4;5;0;0;0;0;0;0;0;1;0;0;2;0
Tulcea;Greci;160449;174;11098;3247;707;32;10;7;3;4;2;10;49;0;3;6;41;142;21;24;11
Tulcea;Grindu;160467;246;12046;281;1150;53;21;10;2;0;0;0;28;1;10;1;5;106;57;58;14
Tulcea;Haidar;160001;3;7396;0;202;0;1;0;0;0;0;0;5;0;0;0;0;0;0;1;4
Tulcea;Hamcearca;160485;12;732;518;141;3;2;0;0;1;0;0;2;1;1;0;7;26;8;6;1
Tulcea;Horia;160537;35;1702;906;127;5;2;4;0;1;0;0;8;12;11;3;8;30;17;3;0
Tulcea;I.C.Bratianu;161534;1108;3680;1728;344;24;16;26;20;1;1;2;10;1;0;2;10;28;7;13;3
Tulcea;Iazurile;161516;74;367;333;73;21;3;3;1;3;21;4;1;8;3;0;1;32;6;1;0
Tulcea;Ilganii de Jos;161071;101;832;0;22;6;5;4;3;0;0;0;2;0;0;0;0;7;3;1;0
Tulcea;Ilganii de Sus;160797;176;0;26;19;2;1;3;4;0;0;0;0;0;0;0;1;2;0;0;1
Tulcea;Isaccea;159696;260;4157;612;52;39;11;2;3;23;10;0;18;13;5;2;7;20;6;1;0
Tulcea;Iulia;160591;40;680;247;124;5;0;2;1;2;2;0;5;0;4;3;4;35;8;6;0
Tulcea;Izvoarele;160573;61;3161;908;415;4;6;6;0;89;42;11;17;127;51;3;10;74;32;17;2
Tulcea;Jijila;160626;202;3356;1469;2479;41;13;4;4;1;4;5;26;24;10;4;16;333;182;140;16
Tulcea;Jurilovca;160653;981;350;138;2;3;1;10;26;1;2;2;1;2;5;0;1;2;0;0;0
Tulcea;Lastuni;160895;805;8178;2224;214;7;8;5;23;6;3;6;24;2;3;2;14;2;2;1;7
Tulcea;Letea;159918;1317;1107;71;6;16;18;45;32;1;3;2;4;0;0;0;1;1;1;0;0
Tulcea;Luminita;161437;84;1200;329;142;9;9;7;0;5;7;5;11;1;1;0;2;15;13;12;0
Tulcea;Lunca;160118;79;6489;631;382;5;0;5;2;7;1;1;11;14;5;1;5;75;10;15;3
Tulcea;Luncavita;160699;106;4820;1746;75;35;5;4;1;1;0;2;22;0;2;1;23;1;3;1;2
Tulcea;Macin;159749;281;10357;2451;194;22;10;11;8;2;3;6;11;2;6;2;25;4;2;1;2
Tulcea;Magurele;161446;64;844;379;96;13;3;4;1;2;2;8;8;0;0;0;3;33;10;2;0
Tulcea;Mahmudia;160733;772;11306;671;110;5;19;23;20;0;2;3;8;0;0;0;1;0;0;0;2
Tulcea;Malcoci;161080;76;1162;320;3883;5;0;4;2;0;0;0;4;1;0;0;7;6;2;2;1
Tulcea;Maliuc;160788;518;7;248;0;3;1;13;16;0;1;0;0;0;0;1;4;0;0;0;0
Tulcea;Mesteru;160378;19;843;22;198;3;1;0;1;1;1;1;6;3;0;1;0;10;4;13;2
Tulcea;Mihai Bravu;160840;37;2522;1043;16;5;1;2;1;2;1;3;13;6;12;5;15;9;1;0;0
Tulcea;Mihail Kogalniceanu;160886;516;3223;1369;128;9;3;7;15;1;1;1;10;1;1;1;10;12;0;2;1
Tulcea;Mila 23;160298;992;0;0;4;2;7;13;16;0;0;0;0;0;0;0;0;1;1;0;0
Tulcea;Mina Altan Tepe;161366;186;0;249;39;1;0;0;6;0;0;0;0;0;0;0;1;1;0;4;0
Tulcea;Mineri;161320;98;907;255;33;3;0;2;4;4;1;2;7;1;0;0;4;16;2;1;0
Tulcea;Mircea Voda;160154;53;5372;2173;36;2;1;1;2;1;1;1;20;0;0;0;16;4;3;2;0
Tulcea;Murighiol;160920;506;1237;314;6;26;1;5;9;0;1;0;4;0;0;1;3;0;0;1;0
Tulcea;Nalbant;161008;14;1172;166;164;6;0;1;0;6;3;1;9;3;4;1;2;35;8;9;0
Tulcea;Neatarnarea;159865;364;1166;1463;214;13;5;12;7;0;0;0;4;0;0;0;11;38;13;9;1
Tulcea;Nicolae Balcescu;161017;98;1964;553;160;10;2;0;2;0;1;0;10;4;3;0;6;35;14;5;1
Tulcea;Niculitel;161044;117;2422;431;33;13;5;1;4;7;12;7;8;81;34;1;4;14;0;2;0
Tulcea;Nifon;160519;17;4;126;199;2;0;0;1;3;0;0;0;18;1;0;1;70;7;7;1
Tulcea;Nufaru;161062;74;7366;271;64;7;5;2;2;0;0;0;4;0;0;0;2;17;2;0;2
Tulcea;Ostrov;161115;260;4976;343;838;8;3;4;9;2;6;5;34;5;9;1;7;193;61;38;3
Tulcea;Panduru;159838;97;1724;875;109;9;5;6;2;0;0;0;8;1;0;0;8;29;8;1;2
Tulcea;Parches;161339;12;4935;69;62;2;0;0;1;1;0;0;9;0;0;0;2;13;3;0;1
Tulcea;Pardina;161142;1356;42686;739;48;11;7;7;24;0;0;3;34;0;1;0;7;6;2;1;1
Tulcea;Partizani;160813;1482;817;100;291;9;9;21;54;0;0;0;4;0;0;0;2;5;1;8;7
Tulcea;Patlageanca;160065;97;31;101;3;4;0;3;3;0;0;1;0;0;0;0;1;2;0;0;0
Tulcea;Peceneaga;161160;52;3867;413;892;8;5;1;1;6;4;9;26;35;14;1;5;175;66;53;2
Tulcea;Periprava;159927;595;0;53;1;3;6;22;22;0;0;0;0;0;0;1;1;1;0;0;0
Tulcea;Plauru;160074;35;0;0;9;2;2;1;1;0;0;0;0;0;0;0;0;4;1;0;0
Tulcea;Plopul;160966;50;684;0;0;21;4;1;0;4;5;6;3;0;0;0;0;0;0;0;0
Tulcea;Posta;160412;14;1404;605;41;6;0;1;0;2;1;1;5;8;3;1;5;17;3;1;0
Tulcea;Rachelu;160706;31;177;37;25;7;2;0;1;0;1;0;1;0;0;0;1;0;0;0;1
Tulcea;Rahman;160010;112;4918;412;107;17;7;3;2;2;2;5;13;3;1;2;7;11;3;4;2
Tulcea;Randunica;160902;161;2372;422;82;9;8;9;2;2;1;5;17;1;1;1;6;11;7;3;1
Tulcea;Razboieni;160029;454;6952;1960;679;28;18;32;9;4;12;13;31;5;6;2;12;36;24;42;10
Tulcea;Revarsarea;159712;11;413;112;16;3;2;0;0;1;1;2;1;4;3;1;2;4;1;1;0
Tulcea;Sabangia;161204;6;423;167;1;4;0;0;0;0;0;0;2;0;0;0;2;1;0;0;0
Tulcea;Salceni;160083;92;0;0;32;2;4;1;3;0;0;0;0;0;0;0;0;3;1;3;0
Tulcea;Salcioara;160671;222;1903;1133;229;19;6;4;6;2;2;1;7;8;4;2;14;38;0;0;3
Tulcea;Sambata Noua;161455;302;941;395;359;10;17;20;6;9;11;2;8;12;5;0;7;75;28;11;2
Tulcea;Sarichioi;161188;79;421;242;1;4;0;1;4;0;0;0;3;0;0;0;1;1;0;0;0
Tulcea;Sarighiol de Deal;159874;281;1115;1204;125;7;3;8;9;0;9;8;7;0;0;1;12;19;12;6;0
Tulcea;Sarinasuf;160975;121;664;209;0;22;6;2;3;2;2;6;3;0;1;1;2;0;0;0;0
Tulcea;Satu Nou;160859;139;255;239;851;8;4;4;3;0;0;0;1;3;5;0;2;9;1;2;1
Tulcea;Sfantu Gheorghe;161240;1499;0;0;0;15;10;27;40;0;0;0;0;0;0;0;0;0;0;0;0
Tulcea;Sfistofca;159936;88;0;0;2;3;2;8;2;0;0;0;0;0;0;0;0;2;0;0;0
Tulcea;Slava Cercheza;161268;26;1396;919;288;1;1;0;1;1;0;0;4;2;2;0;4;79;10;2;2
Tulcea;Slava Rusa;161277;16;566;196;160;3;1;1;0;0;0;0;3;2;1;0;4;55;12;6;0
Tulcea;Smardan;161295;928;1828;678;240;7;6;18;28;0;0;0;6;0;0;0;4;46;11;13;1
Tulcea;Somova;161311;65;1404;730;117;11;5;2;2;1;0;1;8;2;1;0;10;22;5;4;1
Tulcea;Stejaru;161357;195;40276;3052;427;7;1;3;7;4;1;3;34;4;7;3;47;46;21;22;4
Tulcea;Sulina;159776;1019;0;3;55;33;27;36;30;0;0;0;0;2;0;0;0;35;2;1;0
Tulcea;Tatanir;160216;60;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Tulcea;Telita;160421;27;0;119;26;4;0;2;1;0;0;0;0;3;0;0;1;2;1;0;1
Tulcea;Topolog;161393;224;3647;1568;634;22;12;14;2;9;11;13;18;10;12;2;20;181;52;29;0
Tulcea;Traian;160163;849;5920;633;214;25;2;2;6;2;4;2;23;0;1;1;7;12;11;8;4
Tulcea;Trestenic;161026;1;806;417;96;1;0;0;0;0;0;0;4;3;3;0;5;32;4;2;1
Tulcea;Tudor Vladimirescu;159632;97;1132;237;10;2;4;2;2;1;0;0;1;0;0;1;6;1;0;1;0
Tulcea;Tulcea;159623;596;7393;1846;1845;20;6;15;20;4;0;4;19;0;3;1;12;6;1;7;16
Tulcea;Turcoaia;161473;263;2290;807;851;16;5;2;4;11;20;15;13;33;38;11;9;367;66;12;1
Tulcea;Turda;160868;229;1186;1457;54;23;7;8;5;2;6;3;6;4;28;10;17;24;5;1;0
Tulcea;Uzlina;160984;600;0;49;0;0;0;0;9;0;0;0;0;0;0;0;1;0;0;0;0
Tulcea;Vacareni;160715;418;3759;179;236;16;2;2;8;2;1;0;26;2;1;0;5;6;0;11;7
Tulcea;Valea Nucarilor;161491;168;2291;561;188;16;1;1;6;7;11;9;6;19;9;1;4;45;13;6;1
Tulcea;Valea Teilor;160608;83;1262;659;238;3;3;0;2;1;4;2;7;15;50;1;8;82;13;8;1
Tulcea;Vasile Alecsandri;161375;252;459;1596;220;2;4;5;9;1;0;0;4;1;2;0;18;26;14;13;1
Tulcea;Victoria;161099;135;673;464;2;1;1;2;2;0;0;0;1;0;0;0;1;2;0;0;0
Tulcea;Visina;160662;67;1137;523;43;5;0;0;1;12;7;2;4;8;6;1;9;38;1;0;0
Tulcea;Visterna;161213;66;518;1029;1;6;2;1;1;0;0;0;2;0;3;2;7;1;0;0;0
Tulcea;Vulturu;160822;91;0;0;1;3;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0
Tulcea;Zebil;161222;86;1382;30;25;6;1;0;3;0;0;0;2;0;0;0;1;0;0;0;1
Valcea;Afanata;169707;49;0;70;71;9;4;1;1;0;0;0;0;0;0;0;1;13;7;4;0
Valcea;Aldesti;170248;111;0;7;63;3;10;12;0;0;0;0;0;2;1;0;0;24;5;1;0
Valcea;Alunu;168238;449;52;33;669;55;33;36;3;0;1;1;0;2;0;0;1;137;61;30;1
Valcea;Amarasti;168318;71;1;2;84;13;9;4;0;1;0;0;0;2;0;0;0;41;7;0;0
Valcea;Andreiesti;171557;55;21;5;28;16;7;2;0;2;2;0;0;3;0;0;0;18;1;0;0
Valcea;Aninoasa;170186;63;113;112;142;18;6;3;0;4;0;0;1;3;8;0;1;93;3;0;0
Valcea;Aranghel;167491;18;48;0;2;3;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0
Valcea;Aricioaia;173702;3;0;0;17;0;1;0;0;0;0;0;0;0;0;0;0;6;3;0;0
Valcea;Armasesti;169048;194;60;1;310;42;17;10;1;1;0;0;1;1;0;0;0;80;21;13;2
Valcea;Arsanca;171343;14;0;0;67;9;0;0;0;0;0;0;0;0;0;0;0;18;5;3;0
Valcea;Auresti;171897;60;0;2;130;9;6;4;0;0;0;0;0;1;0;0;0;47;11;4;0
Valcea;Avramesti;172965;97;0;88;184;8;14;6;0;0;0;0;0;1;0;1;1;68;12;6;0
Valcea;Babeni;168381;394;1939;27;776;74;31;16;5;0;0;0;7;1;4;0;0;203;76;33;0
Valcea;Babeni-Oltetu;169609;71;548;13;226;20;6;3;1;0;0;1;1;10;0;0;0;80;18;4;1
Valcea;Babuesti;169379;38;0;0;23;9;4;2;0;0;0;0;0;0;0;0;0;20;0;0;0
Valcea;Badeni;169422;80;15;0;64;17;13;2;0;0;0;1;0;0;0;0;0;24;5;1;0
Valcea;Baiasa;172607;18;0;0;83;9;1;0;0;0;0;0;0;0;0;0;0;14;13;3;0
Valcea;Baiasu;172171;101;561;61;4;12;6;7;1;5;1;1;3;1;0;0;2;3;0;0;0
Valcea;Bajenari;172616;31;0;0;91;7;2;2;0;0;0;0;0;0;0;0;0;22;8;6;0
Valcea;Balaciu;172714;84;0;0;54;9;10;4;1;0;0;0;0;0;0;0;0;17;5;2;0
Valcea;Balcesti;168461;68;401;221;144;11;7;5;0;0;1;0;2;4;9;1;1;54;14;2;0
Valcea;Balomireasa;173392;34;53;0;106;15;3;1;0;2;0;2;0;0;0;0;0;26;12;2;1
Valcea;Balota;172527;62;574;299;0;11;1;4;2;0;1;0;4;1;2;0;1;0;0;0;0
Valcea;Balsoara;171227;96;1;59;214;12;17;3;0;1;0;0;0;0;0;0;1;29;22;13;0
Valcea;Baltateni;173953;81;0;2;53;25;8;2;1;0;0;0;0;2;0;0;0;26;5;0;0
Valcea;Balteni;169208;136;239;0;140;28;13;2;1;0;0;0;1;0;0;0;0;62;8;3;0
Valcea;Balutoaia;169912;16;0;0;39;2;2;1;0;0;0;0;0;0;0;0;0;18;1;1;0
Valcea;Banesti;171646;18;5;0;61;3;1;2;0;1;0;0;0;0;0;0;0;12;3;3;0
Valcea;Bantesti;171236;134;0;4;250;9;22;5;1;0;0;0;0;1;1;0;0;42;31;12;0
Valcea;Barbarigeni;172625;28;0;0;136;5;0;3;0;0;0;0;0;0;0;0;0;21;13;10;0
Valcea;Barbatesti;168577;295;1149;249;405;95;31;7;2;33;7;2;6;45;28;1;2;184;33;3;0
Valcea;Barcanele;172019;41;8;0;58;13;6;1;0;0;1;0;0;0;0;0;0;25;6;0;0
Valcea;Barcanesti;173150;7;0;0;30;4;1;0;0;0;0;0;0;0;0;0;0;16;1;0;0
Valcea;Barlogu;173258;125;12;40;92;22;12;6;1;4;0;0;0;6;1;0;1;36;9;2;0
Valcea;Baroiu;173873;60;13;85;215;8;8;3;0;0;1;0;0;5;2;0;1;46;15;13;0
Valcea;Barsesti;168835;106;40;23;562;30;11;3;0;0;1;1;0;0;1;1;0;67;50;38;2
Valcea;Barsesti;171352;41;3;300;118;12;6;1;0;1;0;0;0;0;0;0;3;42;10;4;0
Valcea;Barsoiu;173409;206;202;6;185;59;16;7;2;0;1;0;2;3;0;0;0;88;13;3;0
Valcea;Barza;168817;73;34;10;459;34;1;1;1;2;0;1;0;0;0;1;0;92;44;28;0
Valcea;Barzesti;168586;49;26;22;84;34;1;1;0;0;1;1;0;5;1;1;0;44;7;0;0
Valcea;Batasani;174101;94;1;40;173;8;8;6;2;1;0;0;0;3;3;0;1;27;10;8;1
Valcea;Becsani;169716;33;0;0;28;5;4;2;0;0;0;0;0;0;0;0;0;15;0;1;0
Valcea;Benesti;168470;19;0;9;26;2;5;0;0;0;0;0;0;0;1;0;0;6;2;1;0
Valcea;Berbesti;168611;93;18;45;187;20;7;6;0;0;2;0;0;0;0;1;1;49;17;8;0
Valcea;Berbesti;170630;16;0;78;149;7;1;0;0;0;0;0;0;21;0;0;1;59;9;5;0
Valcea;Bercioiu;168826;36;0;34;185;17;3;0;0;0;0;0;0;0;0;0;1;42;21;7;0
Valcea;Beresti;170818;118;0;1;117;28;7;5;2;0;0;0;0;1;0;0;0;65;6;2;0
Valcea;Berislavesti;168693;383;187;41;59;19;18;7;3;0;0;2;1;0;0;1;1;24;3;2;0
Valcea;Bistrita;169271;85;14;104;65;15;5;6;1;2;1;0;0;8;3;0;1;30;4;2;0
Valcea;Blanoiu;172536;35;437;34;1;0;7;0;1;0;0;0;3;0;0;0;1;1;0;0;0
Valcea;Blejani;172974;209;0;509;213;21;22;15;1;0;0;0;0;1;3;0;3;93;13;4;0
Valcea;Blidari;170257;108;175;4;128;6;6;9;2;0;0;0;1;3;0;0;0;63;7;3;0
Valcea;Bocsa;171129;38;0;86;59;4;4;3;0;0;0;0;0;3;2;0;2;27;4;1;0
Valcea;Bodesti;168247;133;0;61;244;13;13;7;2;0;0;0;0;1;0;0;1;40;18;15;1
Valcea;Bodesti;168568;118;15;50;157;47;4;7;1;3;1;0;0;25;4;0;0;94;8;0;0
Valcea;Bogdanesti;168906;140;65;0;137;16;4;2;5;0;0;0;1;0;0;0;0;66;11;1;0
Valcea;Bogdanesti;171959;88;0;4;287;23;6;5;0;0;0;0;0;1;1;0;0;51;31;17;0
Valcea;Bogdanesti;173962;210;138;21;234;67;16;4;3;4;0;0;1;4;4;0;0;88;20;6;0
Valcea;Boisoara;168764;471;4022;78;88;34;45;37;3;2;1;0;28;1;0;0;2;36;6;1;0
Valcea;Bonciu;168390;9;0;3;45;5;1;0;0;0;0;0;0;0;1;0;0;24;1;1;0
Valcea;Bondoci;169217;50;0;0;47;7;6;3;0;0;0;0;0;0;0;0;0;24;2;0;0
Valcea;Borosesti;173613;86;0;189;253;7;7;1;2;0;0;0;0;7;3;0;2;99;23;5;0
Valcea;Botorani;171138;59;0;26;39;5;4;5;0;0;0;0;0;0;0;0;1;17;4;0;0
Valcea;Bradisor;168700;31;0;0;15;4;0;2;1;0;0;0;0;0;0;0;0;5;2;0;0
Valcea;Bradu-Clocotici;172545;96;374;0;0;10;12;5;1;0;0;0;2;0;0;0;0;0;0;0;0
Valcea;Bratia din Deal;170015;140;106;1;206;29;7;5;2;0;1;0;1;1;0;0;0;40;17;8;1
Valcea;Bratia din Vale;170024;60;0;0;283;13;4;5;0;0;0;0;0;0;0;0;0;64;28;13;0
Valcea;Bratovesti;172180;166;504;0;1;20;16;13;0;1;2;0;4;0;0;0;0;1;0;0;0
Valcea;Brezoi;167801;166;1494;254;3;35;13;10;2;1;1;1;5;0;4;0;4;2;0;0;0
Valcea;Brosteni;170827;68;0;0;80;24;5;4;0;0;0;0;0;0;0;0;0;21;15;0;0
Valcea;Buciumeni;169565;30;221;30;272;15;3;0;0;1;0;0;1;0;0;0;1;24;24;23;0
Valcea;Bucsani;170532;19;0;6;272;3;4;0;0;0;0;0;0;1;1;0;0;38;27;17;0
Valcea;Buda;168149;20;0;0;10;1;2;2;0;0;0;0;0;0;0;0;0;7;0;0;0
Valcea;Budele;173882;62;0;13;80;9;5;5;0;0;0;0;0;1;3;0;0;30;7;1;0
Valcea;Budesti;168808;83;4;76;380;27;5;4;0;1;0;0;0;1;1;1;1;71;43;17;0
Valcea;Budesti;169618;48;15;75;119;3;8;2;0;4;1;0;0;10;4;1;1;43;7;5;0
Valcea;Budurasti;173267;51;67;16;71;15;4;2;0;5;2;1;0;8;1;0;0;19;9;2;0
Valcea;Bujoreni;168915;29;11;0;15;0;0;0;1;0;1;0;0;0;0;0;0;9;0;0;0
Valcea;Bulagei;173418;48;0;0;83;22;5;0;0;0;0;0;0;0;0;0;0;28;1;4;0
Valcea;Buleta;171334;69;0;1;302;24;4;1;1;0;0;0;0;1;0;0;0;87;26;6;1
Valcea;Bumbuesti;168773;525;4782;101;84;15;42;24;9;2;0;0;18;1;0;0;2;34;3;2;0
Valcea;Bunesti;168979;260;844;94;379;71;24;13;0;5;1;0;4;9;1;0;2;200;23;5;0
Valcea;Bungetani;169627;6;0;19;56;2;1;0;0;0;0;0;0;8;2;0;0;19;1;4;0
Valcea;Burdalesti;170462;100;0;6;111;5;12;9;0;0;0;0;0;1;1;0;0;51;10;0;0
Valcea;Butanu;174316;11;0;5;88;8;0;0;0;0;0;0;0;3;0;0;0;27;8;3;0
Valcea;Buzdugan;172028;54;33;10;83;19;4;3;0;4;1;1;0;4;1;0;0;34;6;2;0
Valcea;Cainenii Mari;169137;84;71;102;22;7;6;5;1;0;0;0;1;1;4;0;2;6;0;2;0
Valcea;Cainenii Mici;169128;158;3008;203;50;22;15;13;0;1;0;1;15;0;6;1;4;10;6;2;0
Valcea;Caligi;172830;48;0;0;20;3;4;3;1;0;0;0;0;0;0;0;0;10;1;0;0
Valcea;Calimanesti;167918;177;137;38;359;21;4;3;5;4;1;1;1;2;1;0;1;186;22;7;0
Valcea;Calina;172484;77;0;109;307;20;3;3;1;0;0;0;0;5;9;1;2;149;19;6;0
Valcea;Calinesti;167810;66;313;207;4;19;3;5;0;0;0;0;4;0;4;1;3;1;1;0;0
Valcea;Carcadiesti;170970;112;0;31;118;12;7;4;1;0;0;0;0;0;0;0;1;32;12;4;0
Valcea;Carlogani;168498;74;174;74;22;8;8;6;0;0;0;1;3;0;0;0;1;5;1;1;0
Valcea;Carstanesti;171968;174;0;3;341;42;11;9;1;0;0;0;0;2;0;0;0;109;32;11;0
Valcea;Casa Veche;171824;162;0;37;579;65;11;3;1;0;0;0;0;3;1;0;1;76;61;35;2
Valcea;Catetu;169725;167;0;0;211;14;14;12;1;0;0;0;0;0;0;0;0;62;14;10;0
Valcea;Cazanesti;167507;126;1285;46;168;21;7;4;2;0;0;0;3;0;0;0;1;44;7;7;1
Valcea;Cazanesti;170113;68;0;177;78;5;3;2;2;0;0;0;0;1;0;0;2;29;3;3;0
Valcea;Cazanesti;171487;42;7;2;50;6;8;1;0;3;0;0;0;1;0;0;0;15;3;2;0
Valcea;Ceretu;169431;92;3;0;100;24;16;1;0;1;0;0;0;0;0;0;0;26;13;2;0
Valcea;Cermegesti;170701;112;0;0;153;16;7;7;1;0;0;0;0;0;0;0;0;34;18;5;0
Valcea;Cermegesti;172297;51;1;57;135;10;9;1;0;1;0;0;0;0;0;0;1;60;8;4;0
Valcea;Cerna;174049;141;119;1;76;19;17;5;2;1;0;1;1;1;0;0;0;31;8;1;0
Valcea;Cernelele;172037;14;67;10;37;8;1;0;0;0;0;0;1;1;2;0;0;21;3;0;0
Valcea;Cernisoara;169057;327;223;11;371;72;31;13;2;0;0;0;2;0;0;1;0;137;31;8;0
Valcea;Cetateaua;173622;9;0;9;26;3;1;0;0;0;0;0;0;1;2;0;0;9;3;0;0
Valcea;Cheia;167703;183;1076;23;253;29;10;16;1;2;1;1;10;3;2;1;0;93;28;2;0
Valcea;Cherasti;172723;139;0;0;78;7;11;14;1;0;0;0;0;0;0;0;0;26;8;2;0
Valcea;Chiceni;173971;29;2;3;52;19;2;0;0;1;0;0;0;3;0;0;0;29;3;0;0
Valcea;Chirculesti;168489;8;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;0
Valcea;Chiricesti;170710;53;0;0;138;7;10;0;1;0;0;0;0;0;0;0;0;33;12;4;1
Valcea;Cioboti;171833;90;0;0;453;42;7;0;0;0;0;0;0;0;0;0;0;84;43;23;2
Valcea;Ciocaltei;172634;46;0;0;254;13;3;2;0;0;0;0;0;0;0;0;0;37;32;12;0
Valcea;Ciocanari;171147;24;0;111;17;5;1;2;0;0;0;0;0;0;0;0;1;5;1;1;0
Valcea;Cioponesti;173169;21;0;14;38;9;1;1;0;0;0;0;0;0;0;1;0;20;3;0;0
Valcea;Ciorasti;173711;52;11;107;326;27;4;0;0;4;0;0;0;5;4;0;1;67;30;22;0
Valcea;Ciortesti;174325;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
Valcea;Ciresu;173551;219;80;11;242;47;17;9;2;0;0;1;1;1;2;0;0;121;16;4;0
Valcea;Ciucheti;173016;62;23;0;116;14;9;1;0;0;1;1;0;0;0;0;0;52;9;0;0
Valcea;Ciumagi;170729;41;0;0;30;1;1;4;1;0;0;0;0;0;0;0;0;12;3;1;0
Valcea;Ciungetu;171049;223;640;98;11;36;9;14;3;0;0;1;2;0;1;0;1;8;0;0;0
Valcea;Ciutesti;171496;177;291;17;172;14;12;18;0;3;4;0;3;4;3;0;0;49;18;4;0
Valcea;Coasta;170266;16;0;0;5;0;1;2;0;0;0;0;0;0;0;0;0;3;0;0;0
Valcea;Coasta;172108;33;260;51;87;9;4;2;0;0;0;0;2;0;0;0;1;44;4;1;0
Valcea;Coasta Cerbului;173089;99;258;0;51;24;9;6;0;3;0;1;2;0;0;0;0;29;2;0;0
Valcea;Coasta Mare;168988;2;0;27;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Valcea;Cocoru;170033;71;472;0;448;14;5;5;0;0;1;1;4;0;0;0;0;42;42;24;2
Valcea;Colelia;169636;20;26;10;30;4;3;1;0;0;1;1;0;4;1;0;0;15;3;0;0
Valcea;Coltesti;168256;129;0;47;294;21;5;8;2;0;0;0;0;0;0;0;1;55;22;14;1
Valcea;Comanca;167712;16;129;0;7;6;1;1;0;0;0;0;1;0;0;0;0;5;0;0;0
Valcea;Condoiesti;173766;17;0;0;42;3;4;0;0;0;0;0;0;0;0;0;0;6;3;3;0
Valcea;Contea;174334;106;0;91;153;14;6;5;3;0;0;0;0;7;0;0;1;63;12;3;0
Valcea;Copacelu;167516;72;62;6;321;19;1;4;1;0;0;0;1;0;1;0;0;118;25;9;0
Valcea;Copaceni;169226;196;78;30;279;29;24;9;1;0;1;0;1;0;0;0;1;103;16;11;0
Valcea;Copaceni;172554;55;67;188;6;11;6;1;1;0;1;0;1;1;1;1;2;3;1;0;0
Valcea;Corbii din Vale;171655;148;639;0;200;18;7;12;1;1;4;0;1;0;0;0;0;55;18;9;0
Valcea;Corbu;167829;2;0;30;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Valcea;Cornet;174058;150;0;0;93;14;7;9;2;0;0;0;0;0;0;0;0;26;6;6;0
Valcea;Cosani;169921;145;10;117;295;20;5;5;2;0;1;0;0;1;1;1;3;80;18;10;2
Valcea;Cosota;168158;15;0;0;18;1;1;2;0;0;0;0;0;0;0;0;0;10;0;0;0
Valcea;Costesti;169262;412;1003;468;296;89;19;10;8;33;2;1;3;12;5;1;4;113;27;6;0
Valcea;Crangu;172983;87;0;8;112;4;9;8;0;0;0;0;0;1;1;0;0;47;10;1;0
Valcea;Cremenari;170042;248;171;434;258;28;13;19;3;1;2;2;1;0;4;0;1;60;24;13;0
Valcea;Creteni;169315;37;0;4;51;6;5;2;0;0;0;0;0;3;0;0;0;23;6;0;0
Valcea;Cucesti;171977;48;4;4;160;3;2;4;1;1;0;0;0;0;1;0;0;26;13;12;0
Valcea;Cuci;169734;24;0;1;24;3;2;2;0;0;0;0;0;1;0;0;0;10;2;0;0
Valcea;Cucoiu;172199;99;0;0;10;6;6;8;2;0;0;0;0;0;0;0;0;1;1;1;0
Valcea;Cuculesti;173178;26;0;0;9;4;3;2;0;0;0;0;0;0;0;0;0;6;0;0;0
Valcea;Cueni;172643;121;0;0;379;34;8;4;1;0;0;0;0;0;0;0;0;80;41;21;0
Valcea;Curaturile;167650;23;0;0;9;4;2;2;0;0;0;0;0;0;0;0;0;4;0;1;0
Valcea;Curtea;172395;44;7;33;127;4;0;1;2;0;1;0;0;2;0;0;1;44;13;2;0
Valcea;Daesti;169360;168;200;50;109;26;10;6;2;0;0;1;1;0;0;0;1;46;6;3;0
Valcea;Daesti;172402;45;17;50;212;18;4;1;0;0;2;0;0;3;0;0;1;79;19;4;0
Valcea;Damteni;168620;122;85;0;217;41;15;1;1;0;0;0;1;0;0;0;0;76;20;5;0
Valcea;Dancai;169743;14;0;30;56;0;1;2;0;0;0;0;0;0;0;0;1;23;2;2;0
