Judet;Localitate;Siruta;Total numar animale localitate;;;;Cate curti au un nr de bovine dintr-un interval;;;;Cate curti au un nr de ovine dintr-un interval;;;;Cate curti au un nr de caprine dintr-un interval;;;;Cate curti au un nr de porci dintr-un interval;;;
;;;bovine;ovine;caprine;porci;Intre 1 si 2;Intre 3 si 4;Intre 5 si 9;Peste 9;Intre 1 si 5;Intre 6 si 14;Intre 15 si 49;Peste 49;Intre 1 si 2;Intre 3 si 9;Intre 10 si 19;Peste 19;Intre 1 si 2;Intre 3 si 4;Intre 5 si 14;Peste 14
Arges;Satic;18545;61;9;0;3;20;3;4;0;0;1;0;0;0;0;0;0;0;1;0;0
Arges;Satu Nou;19622;103;25;32;181;52;1;3;1;3;0;1;0;3;7;0;0;61;24;2;0
Arges;Sboghitesti;17806;115;1287;87;73;41;10;5;0;1;1;0;5;0;1;0;1;37;6;0;0
Arges;Schiau;13249;56;44;0;12;6;6;1;1;0;0;1;0;0;0;0;0;1;0;1;0
Arges;Schitu Golesti;18689;147;436;30;74;44;10;6;1;2;1;0;3;2;0;0;1;40;3;1;0
Arges;Schitu Scoicesti;16891;15;28;130;33;10;0;0;0;0;0;1;0;0;0;0;1;8;1;2;0
Arges;Schitu-Matei;15545;57;382;9;34;4;8;4;0;2;0;0;1;1;2;0;0;10;4;1;0
Arges;Selareasca;14557;14;0;49;5;6;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0
Arges;Selari;13604;83;298;0;0;25;4;3;1;3;5;0;2;0;0;0;0;0;0;0;0
Arges;Sendrulesti;15368;39;34;25;97;16;1;1;0;1;1;1;0;0;0;0;1;12;9;5;0
Arges;Serbanesti;18000;21;0;0;4;2;1;1;1;0;0;0;0;0;0;0;0;3;0;0;0
Arges;Serbanesti;18518;424;713;68;373;82;25;16;5;6;3;2;2;2;0;0;2;78;33;20;1
Arges;Serboeni;15037;338;109;75;604;99;19;12;3;26;7;0;0;10;8;0;1;134;57;21;3
Arges;Silistea;15304;226;422;57;288;60;14;9;2;10;3;1;2;1;2;1;1;65;26;15;1
Arges;Silisteni;17030;73;148;23;92;8;8;6;0;7;1;1;1;0;3;0;0;8;7;7;0
Arges;Sinesti;16230;140;10;0;68;31;12;8;1;3;0;0;0;0;0;0;0;26;1;2;0
Arges;Slamnesti;14824;87;196;0;32;5;5;7;2;0;0;0;1;0;0;0;0;6;1;2;0
Arges;Slanic;14021;305;1941;151;128;75;25;14;3;9;3;1;8;4;1;0;2;75;11;1;0
Arges;Slatina;17815;74;1126;55;75;31;9;1;0;0;1;1;3;1;2;1;1;28;3;3;0
Arges;Slatioarele;14156;25;17;4;18;8;3;1;0;1;0;1;0;0;1;0;0;7;3;0;0
Arges;Slobozia;18233;93;334;305;86;58;3;2;0;6;2;0;2;0;1;0;3;12;8;6;0
Arges;Slobozia;18750;1147;1810;652;474;397;96;40;4;8;4;2;18;3;3;1;12;55;36;27;4
Arges;Slobozia;18910;257;522;0;91;40;29;10;3;2;1;0;5;0;0;0;0;38;8;1;0
Arges;Smei;13720;33;0;0;54;18;2;1;0;0;0;0;0;0;0;0;0;10;6;2;0
Arges;Smeura;17566;101;102;63;81;32;8;4;0;2;0;0;1;1;2;0;1;27;6;2;0
Arges;Spiridoni;16098;86;57;4;36;14;4;6;1;5;2;1;0;0;1;0;0;9;1;0;1
Arges;Stalpeni;18787;68;166;93;45;25;4;0;1;1;1;1;1;0;0;0;2;23;2;1;0
Arges;Stanesti;15894;139;1932;41;115;41;11;5;1;1;2;2;8;4;2;0;1;49;5;3;0
Arges;Stanicei;16249;38;0;0;4;4;5;2;0;0;0;0;0;0;0;0;0;1;1;0;0
Arges;Starci;13739;132;208;98;54;20;6;1;2;4;0;0;1;0;0;0;1;11;7;2;0
Arges;Stefan cel Mare;19123;526;343;190;521;243;37;12;0;6;4;0;4;2;4;2;4;101;49;20;3
Arges;Stefanesti;13409;212;209;210;128;39;11;5;4;3;0;0;3;5;7;1;4;58;8;4;0
Arges;Stefanesti;19098;31;3;0;74;18;1;1;0;1;0;0;0;0;0;0;0;17;2;7;0
Arges;Stefanestii Noi;13445;28;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Arges;Stejari;14227;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arges;Stoenesti;18867;509;1732;52;227;57;27;19;12;38;13;8;9;0;1;0;1;65;14;9;1
Arges;Stolnici;18947;599;1387;222;71;93;18;2;2;4;2;0;5;0;1;0;4;35;2;2;0
Arges;Strambeni;15091;128;87;0;204;86;8;1;0;1;0;1;1;0;0;0;0;54;18;7;1
Arges;Strambeni;19089;81;21;6;138;34;8;2;0;3;2;0;0;2;1;0;0;26;12;5;1
Arges;Stroesti;17682;145;217;243;93;108;7;0;0;10;1;0;1;2;2;0;2;56;4;0;0
Arges;Suici;19150;306;1602;101;306;45;32;17;2;10;8;2;8;8;2;0;2;133;22;4;0
Arges;Surdulesti;17414;276;2794;605;929;101;9;15;1;0;0;1;13;0;0;0;10;79;25;26;13
Arges;Suseni;14664;184;180;187;64;28;17;10;1;1;0;2;1;0;0;0;4;14;5;3;0
Arges;Suseni;19016;156;21;6;238;56;16;3;1;8;0;0;0;3;0;0;0;38;26;12;1
Arges;Suslanesti;17389;326;553;0;1;28;15;9;10;4;2;1;3;0;0;0;0;1;0;0;0
Arges;Teiu;19221;385;650;77;539;157;27;10;2;12;3;5;3;7;7;3;0;151;52;18;0
Arges;Teodoresti;16258;73;15;21;51;22;8;3;0;1;1;0;0;0;0;0;1;26;3;0;0
Arges;Tiganesti;13800;25;1;0;27;8;2;1;0;1;0;0;0;0;0;0;0;7;4;0;0
Arges;Tigveni;18402;59;146;54;91;32;2;0;1;9;3;0;1;1;1;0;1;25;14;0;0
Arges;Tigveni;19258;94;327;6;194;38;9;4;0;1;1;0;3;1;1;0;0;137;6;2;0
Arges;Titesti;19347;127;458;77;92;24;6;3;2;0;1;0;3;0;0;0;1;69;2;0;0
Arges;Tomsanca;15046;197;445;426;321;45;15;7;4;15;2;0;2;4;2;0;3;52;24;10;3
Arges;Tomulesti;17959;28;0;0;8;1;3;1;1;0;0;0;0;0;0;0;0;2;0;1;0
Arges;Toplita;17085;217;0;206;91;77;20;6;0;0;0;0;0;0;0;0;3;55;2;1;0
Arges;Topoloveni;13766;152;51;12;287;48;5;1;2;2;4;1;0;1;2;0;0;44;26;12;1
Arges;Turburea;15821;123;416;0;33;6;5;11;2;0;1;1;4;0;0;0;0;24;0;0;0
Arges;Turcesti;18661;19;0;0;12;8;2;0;0;0;0;0;0;0;0;0;0;5;1;0;0
Arges;Tutana;14236;270;66;404;283;97;23;11;0;1;0;0;1;0;0;0;3;70;16;10;2
Arges;Tutulesti;19105;81;14;11;176;30;6;3;0;7;0;0;0;4;1;0;0;37;18;8;0
Arges;Uda;19409;61;0;0;44;15;3;2;2;0;0;0;0;0;0;0;0;13;5;1;0
Arges;Udeni-Zavoi;15199;41;0;0;30;12;4;1;0;0;0;0;0;0;0;0;0;10;4;0;0
Arges;Uiasca;13258;20;0;7;21;8;2;0;0;0;0;0;0;1;1;0;0;9;0;1;0
Arges;Uleni;14833;49;876;88;31;4;7;3;0;0;1;1;4;0;1;0;1;9;1;2;0
Arges;Ulita;14334;46;0;0;36;24;1;1;0;0;0;0;0;0;0;0;0;17;2;1;0
Arges;Ungheni;19579;140;323;125;284;71;7;2;1;29;7;2;1;17;9;0;1;81;28;10;0
Arges;Ungureni;14842;58;97;0;17;7;4;6;0;0;1;0;1;0;0;0;0;1;0;2;0
Arges;Ungureni;19775;74;127;47;30;21;8;2;0;11;3;0;1;3;1;0;1;23;1;0;0
Arges;Urechesti;15484;165;774;65;0;46;15;9;0;3;5;1;6;0;0;2;1;0;0;0;0
Arges;Urlucea;15206;71;90;0;61;18;2;1;1;0;1;0;1;0;0;0;0;14;1;2;1
Arges;Urlueni;14566;56;111;36;47;24;4;0;1;4;0;1;1;3;1;2;0;9;4;2;0
Arges;Urluiesti;15377;124;45;0;171;23;17;6;0;4;4;0;0;0;0;0;0;48;15;5;1
Arges;Ursoaia;16105;74;75;1;34;26;4;4;0;6;2;2;0;1;0;0;0;16;3;0;0
Arges;Vacarea;17325;78;178;0;86;42;7;0;0;3;1;0;2;0;0;0;0;50;1;3;0
Arges;Valcelele;17192;77;10;0;13;8;3;3;2;0;1;0;0;0;0;0;0;3;0;1;0
Arges;Valea Badenilor;18929;138;200;0;51;32;12;4;3;38;5;0;1;0;0;0;0;35;1;1;0
Arges;Valea Bradului;17307;33;0;60;16;13;5;0;0;0;0;0;0;0;0;0;1;6;2;0;0
Arges;Valea Brazilor;14245;100;70;0;133;25;9;6;0;0;0;0;1;0;0;0;0;30;6;5;1
Arges;Valea Calului;19203;73;4;9;38;4;9;4;1;1;0;0;0;0;1;0;0;19;2;1;0
Arges;Valea Cetatuia;15439;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Arges;Valea Corbului;15215;37;40;0;0;19;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Arges;Valea Cucii;16267;29;10;0;15;7;3;2;0;0;1;0;0;0;0;0;0;11;0;0;0
Arges;Valea Danului;19640;418;1740;65;311;88;25;23;4;13;9;1;9;0;2;1;1;227;4;0;0
Arges;Valea Faurului;17691;19;176;39;2;6;2;1;0;7;1;0;1;0;0;0;1;1;0;0;0
Arges;Valea Hotarului;16490;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arges;Valea Iasului;19702;180;605;44;40;34;12;3;3;18;3;0;3;1;0;0;1;29;1;0;0
Arges;Valea Indarat;18019;107;109;7;28;14;4;8;2;8;3;3;0;1;2;0;0;17;1;0;0
Arges;Valea lui Enache;14254;121;153;134;77;45;9;5;0;0;0;0;1;0;0;0;2;25;3;4;0
Arges;Valea lui Mas;17708;27;598;0;3;9;2;1;0;0;0;0;2;0;0;0;0;2;0;0;0
Arges;Valea Magurei;15386;36;146;8;42;8;6;0;0;3;3;0;1;0;1;0;0;18;5;0;0
Arges;Valea Manastirii;19374;97;0;0;61;29;5;4;0;0;0;0;0;0;0;0;0;55;1;0;0
Arges;Valea Mare;18304;5;0;33;29;3;0;0;0;0;0;0;0;0;1;0;1;6;4;1;0
Arges;Valea Mare Pravat;13533;203;298;7;59;60;8;6;1;13;9;1;2;0;2;0;0;39;2;1;0
Arges;Valea Mare-Bratia;14343;64;253;285;3;31;1;1;1;0;0;0;2;3;2;0;3;2;0;0;0
Arges;Valea Mare-Podgoria;13454;83;26;37;81;16;3;2;2;1;1;1;0;1;1;0;1;42;6;0;0
Arges;Valea Marului;14913;56;0;53;75;21;7;0;0;0;0;0;0;0;0;0;1;20;5;4;0
Arges;Valea Muscelului;17717;18;82;0;19;5;2;1;0;2;1;0;1;0;0;0;0;7;2;0;0
Arges;Valea Nandrii;16409;117;33;408;5;44;8;1;1;3;2;0;0;3;2;0;3;0;0;1;0
Arges;Valea Nenii;18313;6;0;1;29;2;1;0;0;0;0;0;0;1;0;0;0;9;2;1;0
Arges;Valea Pechii;18732;72;75;0;62;27;8;1;0;0;0;0;1;0;0;0;0;44;2;0;0
Arges;Valea Popii;17316;186;568;373;90;58;6;4;3;1;0;0;3;0;0;0;3;47;2;3;0
Arges;Valea Popii;18322;19;9;18;60;3;2;1;0;1;1;0;0;1;3;0;0;27;4;1;0
Arges;Valea Rizii;16418;26;0;0;1;19;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Arges;Valea Rumanestilor;13515;29;306;2;8;13;4;0;0;2;2;0;2;1;0;0;0;1;0;1;0
Arges;Valea Silistii;14030;211;841;111;88;74;13;5;1;8;1;0;5;4;2;0;1;46;7;1;0
Arges;Valea Stanii;19383;68;310;42;114;11;4;3;1;0;0;0;4;0;0;0;1;87;2;0;0
Arges;Valea Uleiului;19784;34;212;0;25;15;3;0;0;3;0;0;1;0;0;0;0;16;2;0;0
Arges;Valea Ursului;13267;33;11;0;116;11;3;1;0;1;1;0;0;0;0;0;0;31;3;0;1
Arges;Valeni;18572;159;1026;10;79;30;10;11;1;4;5;1;8;1;2;0;0;39;5;0;0
Arges;Valeni-Podgoria;15224;55;74;74;54;24;5;1;0;0;0;1;1;1;0;0;2;17;9;0;0
Arges;Varloveni;16114;42;147;0;5;4;3;3;1;1;1;0;1;0;0;0;0;2;1;0;0
Arges;Varsesti;19980;9;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Arges;Varzaroaia;17904;90;74;54;13;66;2;0;0;6;0;0;1;2;2;0;1;5;1;0;0
Arges;Varzaru;17183;48;0;0;5;0;1;1;2;0;0;0;0;0;0;0;0;1;1;0;0
Arges;Vata;19962;35;146;9;0;20;0;2;0;0;0;0;1;0;1;0;0;0;0;0;0
Arges;Vedea;19800;41;3;29;82;22;3;1;0;1;0;0;0;0;0;0;1;40;4;1;0
Arges;Vernesti;19686;349;1370;4;175;53;29;16;4;2;3;2;8;0;1;0;0;95;10;0;0
Arges;Vetisoara;19971;9;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Arges;Viisoara;13463;12;0;0;49;6;0;1;0;0;0;0;0;0;0;0;0;14;6;1;0
Arges;Vilsanesti;17628;78;33;34;0;27;6;2;1;2;1;1;0;0;0;1;1;0;0;0;0
Arges;Vladesti;19329;90;419;10;55;14;12;2;1;0;1;1;2;1;1;0;0;20;4;2;0
Arges;Vladesti;20000;221;1158;189;81;169;4;1;0;4;0;2;5;0;0;0;2;44;3;1;0
Arges;Vladuta;15055;17;4;10;41;6;3;0;0;1;0;0;0;0;2;0;0;13;2;1;0
Arges;Vlascuta;18992;106;6;81;52;35;9;3;0;0;1;0;0;0;0;0;1;15;6;1;0
Arges;Voinesti;16935;257;563;63;48;47;19;13;2;9;4;4;4;0;2;1;1;18;4;1;0
Arges;Vonigeasa;16276;18;0;0;4;5;3;0;0;0;0;0;0;0;0;0;0;3;0;0;0
Arges;Voroveni;16310;94;149;123;81;35;1;2;2;0;0;0;1;0;0;1;2;52;4;0;0
Arges;Vranesti;15117;78;206;4;56;12;8;2;2;1;1;2;2;2;0;0;0;20;7;0;0
Arges;Vulpesti;14959;275;527;88;364;75;24;10;1;31;13;1;3;11;11;1;1;114;35;12;0
Arges;Vulturesti;16720;260;38;63;0;123;9;3;3;1;2;1;0;0;1;0;2;0;0;0;0
Arges;Zamfiresti;15395;8;0;0;7;2;1;0;0;0;0;0;0;0;0;0;0;3;1;0;0
Arges;Zamfiresti;16123;29;0;0;10;8;5;0;0;0;0;0;0;0;0;0;0;4;1;0;0
Arges;Zarnesti;17094;219;804;270;185;58;8;6;1;0;1;1;5;0;3;0;3;80;10;3;1
Arges;Zavoi;13472;22;5;60;62;4;0;1;1;1;0;0;0;0;0;0;2;22;5;2;0
Arges;Zgripcesti;14361;101;115;17;103;24;16;2;0;5;2;0;1;1;4;0;0;41;6;4;0
Arges;Zidurile;17600;53;0;1;50;17;5;2;0;0;0;0;0;1;0;0;0;14;5;2;0
Arges;Zigoneni;14263;56;20;203;3;26;5;1;0;0;0;1;0;1;0;0;2;2;0;0;0
Arges;Zuvelcati;14575;13;6;0;0;3;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0
Bacau;Agas;21016;360;1535;173;101;55;19;17;8;42;13;1;9;2;0;0;4;24;10;1;1
Bacau;Albele;21472;108;120;145;31;37;11;3;0;17;3;2;0;8;14;0;1;26;1;0;0
Bacau;Antohesti;23145;81;381;206;19;11;7;6;0;0;0;1;2;0;0;0;3;6;2;1;0
Bacau;Apa Asau;21141;457;3022;272;155;42;21;30;10;44;31;3;12;4;12;4;5;47;7;4;1
Bacau;Ardeoani;21105;450;2770;528;858;103;37;11;3;28;4;2;6;7;2;1;4;58;13;16;1
Bacau;Arini;22683;360;529;593;462;69;50;12;0;5;4;4;3;13;16;2;9;124;40;22;0
Bacau;Asau;21132;116;347;98;40;34;7;8;0;17;4;2;2;5;2;0;2;10;3;0;1
Bacau;Bacau;20304;256;1025;301;602;32;10;5;7;0;0;0;4;0;0;0;5;3;0;1;1
Bacau;Bacioiu;21999;95;0;193;28;13;8;5;1;0;0;0;0;0;0;0;2;19;0;1;0
Bacau;Baclesti;23519;37;11;7;46;11;2;0;1;1;1;0;0;1;2;0;0;19;3;1;0
Bacau;Bahna;24294;24;0;0;0;17;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacau;Bahnaseni;24356;143;12;143;6;74;10;4;0;5;0;0;0;0;1;0;1;1;1;0;0
Bacau;Baimac;23154;51;613;377;20;12;4;4;0;0;0;0;5;0;1;0;5;6;3;0;0
Bacau;Balaia;22503;90;18;0;17;4;12;7;0;0;0;1;0;0;0;0;0;2;1;1;0
Bacau;Balaneasa;23305;133;257;215;113;39;9;1;3;6;4;1;1;0;1;1;2;31;7;2;1
Bacau;Balanesti;22264;0;250;114;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0
Bacau;Balanesti;24542;18;1;0;0;13;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Bacau;Balca;22077;73;224;448;9;23;10;2;0;13;4;0;1;3;16;2;2;0;0;1;0
Bacau;Balcani;21203;267;161;127;261;91;30;6;0;6;0;0;1;19;9;0;1;113;18;5;0
Bacau;Balotesti;25549;147;490;172;54;16;12;9;1;0;0;0;2;0;0;0;2;11;8;2;0
Bacau;Baltata;23733;99;743;654;54;3;2;0;4;0;0;0;2;0;0;0;4;9;0;1;1
Bacau;Balusa;25380;34;0;0;8;7;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0
Bacau;Banca;22255;48;0;4;29;17;5;1;0;0;0;0;0;2;0;0;0;13;2;1;0
Bacau;Barati;20484;30;19;0;14;4;2;1;1;0;2;0;0;0;0;0;0;3;1;1;0
Bacau;Barboasa;23886;100;0;67;35;15;11;6;0;0;0;0;0;0;0;0;1;6;5;1;0
Bacau;Barcana;24855;74;12;37;30;20;8;2;0;2;1;0;0;15;4;0;0;10;2;1;0
Bacau;Barna;24105;22;0;51;0;1;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0
Bacau;Barnesti;24365;106;26;32;20;19;10;4;1;5;1;0;0;0;0;0;1;6;2;1;0
Bacau;Barsanesti;21463;236;573;450;93;85;26;6;0;36;12;0;3;20;11;1;6;58;6;0;0
Bacau;Bartasesti;25950;63;298;347;0;8;10;3;0;0;0;0;2;0;1;0;4;0;0;0;0
Bacau;Barzulesti;25166;42;0;0;65;7;9;0;0;0;0;0;0;0;0;0;0;18;2;3;0
Bacau;Basasti;24374;160;24;5;13;58;14;6;0;9;0;0;0;1;1;0;0;2;1;1;0
Bacau;Bazga;22969;98;342;219;50;29;13;1;0;0;0;1;3;1;0;0;4;19;5;1;0
Bacau;Belciuneasa;25558;79;0;0;55;13;7;6;0;0;0;0;0;0;0;0;0;9;2;5;0
Bacau;Beleghet;21025;141;259;85;22;23;6;10;2;20;2;4;1;0;1;0;1;7;3;0;0
Bacau;Benesti;25567;196;170;281;102;26;12;6;3;0;0;0;1;2;1;0;3;12;5;8;0
Bacau;Berbinceni;25399;76;97;3;26;20;9;2;0;6;5;1;0;0;1;0;0;7;1;1;0
Bacau;Beresti;25086;202;2581;412;87;68;9;1;5;21;20;8;13;7;16;1;5;4;3;1;4
Bacau;Beresti-Bistrita;21258;227;626;577;126;57;13;6;2;7;0;0;5;6;7;0;5;36;7;0;2
Bacau;Beresti-Tazlau;21347;142;826;99;2;62;10;5;0;0;1;0;6;0;1;1;1;2;0;0;0
Bacau;Berzunti;21427;612;922;139;210;160;53;30;2;85;21;1;4;21;4;0;2;129;6;2;0
Bacau;Bibiresti;25969;227;10;301;61;27;17;13;3;3;0;0;0;13;5;0;3;18;3;3;0
Bacau;Bijghir;21686;259;108;293;203;57;12;15;2;3;1;4;0;4;2;0;2;143;5;2;0
Bacau;Blaga;22273;122;149;10;145;32;12;3;1;16;6;2;0;2;1;0;0;17;13;12;0
Bacau;Blagesti;21515;291;495;68;220;74;17;13;3;13;4;0;2;7;3;0;1;56;10;10;1
Bacau;Blidari;21775;96;521;330;37;19;6;5;0;9;1;2;2;6;8;0;3;14;5;0;0
Bacau;Boanta;22594;82;246;0;34;10;4;6;1;1;0;0;1;0;0;0;0;5;3;2;0
Bacau;Bodeasa;22291;26;10;5;19;5;5;0;0;0;1;0;0;0;1;0;0;8;1;1;0
Bacau;Bogata;22406;190;0;62;49;41;17;9;1;0;0;0;0;0;0;1;1;1;2;4;0
Bacau;Bogdan Voda;25246;31;287;118;50;9;4;0;0;0;0;0;1;2;0;0;1;36;1;1;0
Bacau;Bogdana;20698;39;21;33;39;17;1;2;0;2;1;0;0;1;0;0;1;28;2;0;0
Bacau;Bogdanesti;21579;275;1425;675;384;93;27;12;0;5;0;1;4;2;5;1;7;57;23;19;3
Bacau;Bogdanesti;25317;6;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacau;Bogdanesti;25889;144;35;249;39;27;10;8;1;1;0;1;0;0;0;0;3;11;2;2;0
Bacau;Boistea;21784;26;22;52;0;7;1;0;1;2;2;0;0;1;1;0;1;0;0;0;0
Bacau;Boistea de Jos;22086;1;1139;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Bacau;Bolatau;26305;255;81;304;62;52;27;11;1;6;0;2;0;2;7;0;6;28;2;1;0
Bacau;Bolovanis;22736;927;86;7;98;77;49;59;20;11;3;1;0;0;2;0;0;22;9;3;0
Bacau;Borsani;22095;68;545;160;3;22;5;3;0;15;4;0;2;16;21;0;1;2;0;0;0
Bacau;Borzesti;20581;29;7;93;8;6;0;0;2;0;1;0;0;0;0;0;1;0;0;1;0
Bacau;Bosia;26136;17;4;0;15;3;1;0;1;1;0;0;0;0;0;0;0;1;1;1;0
Bacau;Bosoteni;21356;80;57;38;10;40;5;2;0;0;0;0;1;0;0;0;1;10;0;0;0
Bacau;Botesti;25987;172;2667;1536;101;38;13;9;0;6;8;3;14;5;11;1;19;19;8;6;0
Bacau;Brad;21267;21;2;9;21;9;2;0;0;2;0;0;0;2;2;0;0;11;2;0;0
Bacau;Brad;22512;92;338;171;13;15;9;4;1;0;0;0;3;0;0;0;2;10;0;0;0
Bacau;Brad;23662;60;0;15;59;6;5;3;1;0;0;0;0;1;1;1;0;17;5;3;0
Bacau;Bratesti;21481;490;734;234;52;80;48;34;0;32;24;2;2;8;9;2;3;31;1;1;0
Bacau;Bratila;22914;249;1151;571;86;93;20;8;1;1;0;1;6;0;0;0;10;28;4;3;0
Bacau;Brusturoasa;21604;341;1045;50;27;84;20;21;3;44;8;2;6;0;2;1;1;18;0;0;0
Bacau;Buchila;23742;136;0;161;219;33;21;3;0;0;0;0;0;2;0;1;1;62;22;8;0
Bacau;Buciumi;20705;198;955;240;138;75;13;2;2;4;5;0;2;2;4;1;2;33;8;6;2
Bacau;Bucsa;24864;6;34;5;2;3;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0
Bacau;Bucsesti;24659;147;159;152;4;58;8;3;2;1;0;0;2;0;1;0;2;0;1;0;0
Bacau;Buda;21436;253;6;0;54;31;12;12;8;3;0;0;0;0;0;0;0;8;3;3;0
Bacau;Buda;21524;160;511;315;14;58;16;6;0;0;0;0;2;0;0;0;2;4;2;0;0
Bacau;Buda;24873;30;4;53;25;8;4;1;0;2;0;0;0;2;1;0;1;15;1;0;0
Bacau;Budesti;24445;112;22;0;0;29;13;5;0;2;0;1;0;0;0;0;0;0;0;0;0
Bacau;Buhocel;21695;42;0;1;31;12;2;2;0;0;0;0;0;1;0;0;0;22;0;0;0
Bacau;Buhoci;21677;136;404;394;155;40;14;2;1;0;0;0;2;4;4;1;3;68;2;3;1
Bacau;Buhusi;20787;809;780;539;83;96;23;15;11;4;1;2;4;2;0;1;4;9;3;4;1
Bacau;Burdusaci;24882;91;46;34;53;28;4;4;1;5;3;0;0;7;4;0;0;16;5;2;0
Bacau;Buruienis;21613;84;215;5;4;12;4;7;1;12;3;1;1;0;1;0;0;2;0;0;0
Bacau;Buruienisu de Sus;21622;44;4;48;7;8;2;2;1;1;0;0;0;0;0;0;1;2;1;0;0
Bacau;Cabesti;24551;148;938;477;17;48;13;5;1;2;1;1;6;4;4;0;7;3;1;1;0
Bacau;Cadaresti;23993;116;203;0;8;12;2;8;3;1;7;0;1;0;0;0;0;1;0;1;0
Bacau;Caiuti;21766;128;539;501;22;29;10;5;1;6;5;2;3;1;5;1;5;8;3;0;0
Bacau;Calapodesti;22317;17;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bacau;Calcii;23813;21;0;0;61;4;0;3;0;0;0;0;0;0;0;0;0;18;3;0;1
Bacau;Calinesti;23671;95;208;221;86;8;11;5;1;0;0;0;2;1;0;0;2;19;6;6;0
Bacau;Calini;21917;70;106;18;43;20;7;2;0;4;1;0;1;0;1;1;0;27;2;0;0
Bacau;Calugareni;22139;124;118;59;339;38;5;1;2;4;0;1;1;2;5;0;1;125;30;5;0
Bacau;Camenca;21631;318;264;40;89;62;11;12;5;25;9;0;1;2;2;0;1;30;7;3;0
Bacau;Campeni;24383;80;76;11;2;32;6;0;1;6;1;0;1;1;1;0;0;1;0;0;0
Bacau;Capata;20625;87;1168;171;21;22;11;3;0;7;4;5;3;4;4;1;3;0;0;2;0
Bacau;Capotesti;23065;145;2;3;99;20;16;10;0;1;0;0;0;0;1;0;0;27;2;5;1
Bacau;Caraclau;21490;306;760;289;48;76;28;14;1;21;13;1;3;9;7;1;5;25;1;2;0
Bacau;Carligi;22601;388;307;55;117;82;18;13;7;19;14;4;1;3;7;2;0;10;5;7;1
Bacau;Casin;21739;622;4940;1134;673;122;55;14;5;0;0;3;18;0;0;2;14;40;42;25;7
Bacau;Cauia;22326;196;410;121;143;62;13;3;3;7;13;5;1;1;3;2;1;33;1;7;1
Bacau;Cerdac;20938;176;311;464;45;50;4;8;4;1;2;1;2;1;1;2;8;7;4;1;1
Bacau;Cernu;24668;161;1540;131;41;72;9;4;1;2;0;0;11;0;0;0;4;12;3;2;0
Bacau;Cetatuia;25647;100;183;30;13;29;9;3;1;0;0;0;1;0;0;0;1;13;0;0;0
Bacau;Chetreni;23528;43;141;64;41;11;4;2;0;2;1;2;1;3;4;0;1;1;3;3;0
Bacau;Chetris;25718;81;126;175;54;30;6;2;0;2;3;1;1;1;4;1;2;7;8;2;0
Bacau;Chicerea;23537;21;298;209;8;11;2;0;0;2;1;1;2;2;4;1;2;1;0;1;0
Bacau;Chilia Benei;24203;22;0;0;32;9;1;0;0;0;0;0;0;0;0;0;0;2;4;2;0
Bacau;Chiticeni;25406;91;55;84;42;15;5;2;2;3;3;1;0;0;2;0;2;15;1;0;1
Bacau;Ciobanus;21150;67;36;151;18;11;6;5;0;4;3;0;0;0;1;1;1;8;2;0;0
Bacau;Ciresoaia;20947;145;1135;223;17;39;9;5;3;0;2;0;8;1;1;1;6;3;3;0;0
Bacau;Ciucani;24784;29;1625;97;73;15;2;1;0;0;0;0;2;0;0;0;2;20;4;2;1
Bacau;Ciughes;24007;605;1318;21;51;173;35;37;4;26;14;1;8;2;2;1;0;22;2;1;0
Bacau;Ciumasi;21276;84;10;38;73;18;10;3;0;0;1;0;0;1;2;2;0;19;3;2;1
Bacau;Ciuturesti;25415;255;563;86;30;51;19;12;2;1;2;1;4;0;1;0;2;14;1;1;0
Bacau;Cleja;21864;224;2690;927;637;93;11;1;3;16;1;1;7;11;13;1;9;205;25;12;5
Bacau;Climesti;21285;42;18;38;48;14;3;2;0;4;1;0;0;2;1;0;1;16;1;3;0
Bacau;Cociu;23546;121;1349;27;68;12;11;1;2;7;7;2;4;3;7;0;0;2;0;3;1
