"10","2011","327258"
"29","2011","409072"
"38","2011","591353"
"47","2011","583590"
"56","2011","549752"
"65","2011","277861"
"74","2011","398932"
"83","2011","505442"
"92","2011","304925"
"109","2011","432050"
"118","2011","274277"
"519","2011","285107"
"127","2011","659370"
"136","2011","630679"
"145","2011","206261"
"154","2011","501996"
"163","2011","618335"
"172","2011","507402"
"528","2011","265493"
"181","2011","334231"
"190","2011","304969"
"207","2011","396253"
"216","2011","258669"
"225","2011","723553"
"234","2011","364241"
"243","2011","461290"
"252","2011","254570"
"261","2011","531380"
"270","2011","452900"
"289","2011","415530"
"298","2011","735883"
"305","2011","329079"
"314","2011","217895"
"323","2011","375992"
"332","2011","614451"
"341","2011","360178"
"350","2011","650544"
"369","2011","201468"
"378","2011","375151"
"387","2011","355320"
"396","2011","323080"
"403","2011","1677985"
"81415","2011","3148"
"81497","2011","3112"
"81754","2011","1535"
"86990","2011","34331"
"129914","2011","2212"
"87077","2011","21373"
"18162","2011","2133"
"128882","2011","1167"
"143450","2011","137026"
"112806","2011","1472"
"143520","2011","5280"
"143557","2011","6763"
"143487","2011","3536"
"156277","2011","2537"
"143502","2011","1754"
"156437","2011","4572"
"73594","2011","1668"
"143735","2011","13410"
"143851","2011","3372"
"179999","2011","1235"
"18028","2011","6548"
"79004","2011","6929"
"149138","2011","1807"
"156589","2011","1177"
"79077","2011","2966"
"100754","2011","2700"
"69063","2011","4745"
"112469","2011","2671"
"144054","2011","12095"
"144599","2011","3518"
"145275","2011","2614"
"46867","2011","4376"
"80285","2011","3273"
"144713","2011","3407"
"105909","2011","2978"
"144928","2011","3792"
"144795","2011","2931"
"144866","2011","732"
"145042","2011","1017"
"168229","2011","4033"
"145202","2011","3152"
"145603","2011","3427"
"48771","2011","5783"
"145355","2011","2714"
"145382","2011","557"
"145765","2011","3564"
"167641","2011","2353"
"145408","2011","5111"
"156767","2011","2581"
"145471","2011","2322"
"80560","2011","2228"
"74322","2011","3187"
"145499","2011","5040"
"145667","2011","4234"
"145907","2011","1601"
"128052","2011","2206"
"145827","2011","6527"
"145934","2011","2381"
"145998","2011","2474"
"167473","2011","92573"
"146021","2011","1572"
"170685","2011","1976"
"170792","2011","2055"
"172992","2011","2225"
"168041","2011","6072"
"167696","2011","4064"
"167794","2011","5691"
"168372","2011","8022"
"168602","2011","4591"
"167909","2011","7291"
"168559","2011","3249"
"168791","2011","5474"
"168880","2011","4117"
"168960","2011","2442"
"172082","2011","3868"
"169351","2011","2821"
"168130","2011","3080"
"169039","2011","3692"
"169253","2011","3165"
"155136","2011","1502"
"169119","2011","2355"
"169182","2011","2500"
"169896","2011","4850"
"170346","2011","2494"
"169306","2011","2124"
"170872","2011","2220"
"170168","2011","1975"
"109773","2011","86475"
"169994","2011","3654"
"170514","2011","3937"
"171067","2011","3008"
"171272","2011","1781"
"171325","2011","6210"
"171806","2011","2831"
"171021","2011","1661"
"172377","2011","2904"
"171539","2011","2405"
"171931","2011","2581"
"171995","2011","2668"
"172509","2011","1715"
"172581","2011","2053"
"157246","2011","6009"
"172698","2011","2655"
"172894","2011","1876"
"172947","2011","1837"
"173061","2011","3187"
"174780","2011","3335"
"173230","2011","3303"
"173374","2011","3589"
"173533","2011","2734"
"173686","2011","2339"
"173935","2011","3664"
"174021","2011","3795"
"174156","2011","2724"
"174824","2011","3988"
"174254","2011","1405"
"175019","2011","8939"
"174496","2011","852"
"78711","2011","3941"
"157451","2011","4787"
"78748","2011","2102"
"43180","2011","3052"
"44818","2011","108384"
"44845","2011","31256"
"44863","2011","2579"
"45003","2011","4301"
"45101","2011","8236"
"45245","2011","2732"
"45389","2011","1155"
"45496","2011","2491"
"37823","2011","3903"
"45539","2011","2308"
"45815","2011","3513"
"45888","2011","885"
"46108","2011","614"
"46251","2011","1803"
"46313","2011","4461"
"46377","2011","4898"
"46439","2011","1082"
"46554","2011","2090"
"46769","2011","3998"
"46803","2011","3392"
"46830","2011","2426"
"175732","2011","3054"
"46910","2011","3902"
"47006","2011","5066"
"47417","2011","685"
"47453","2011","6607"
"47079","2011","3374"
"47159","2011","1482"
"47186","2011","4108"
"47300","2011","2858"
"47337","2011","2070"
"47373","2011","7976"
"47630","2011","2553"
"47774","2011","2604"
"47818","2011","933"
"47854","2011","1779"
"48021","2011","861"
"48922","2011","1393"
"48138","2011","3914"
"48165","2011","439"
"48227","2011","2514"
"48968","2011","4444"
"48325","2011","7135"
"48487","2011","3199"
"48557","2011","5493"
"49019","2011","1108"
"48682","2011","3112"
"48744","2011","6926"
"49073","2011","4789"
"49153","2011","3159"
"49206","2011","3212"
"49545","2011","6469"
"49625","2011","3089"
"68789","2011","4006"
"49313","2011","3008"
"49439","2011","2242"
"49643","2011","4616"
"49769","2011","3839"
"154790","2011","2984"
"49849","2011","4367"
"49894","2011","3120"
"49956","2011","9065"
"50022","2011","5207"
"50068","2011","763"
"50102","2011","8237"
"50228","2011","3056"
"50549","2011","2376"
"50326","2011","3404"
"50415","2011","5424"
"50479","2011","4305"
"100638","2011","4187"
"92872","2011","2131"
"92907","2011","1797"
"100610","2011","22743"
"108614","2011","1730"
"93441","2011","2982"
"93085","2011","4105"
"93101","2011","3106"
"93664","2011","4696"
"154852","2011","3620"
"94107","2011","3326"
"100852","2011","2362"
"94125","2011","2699"
"94269","2011","2700"
"94330","2011","2289"
"69250","2011","5075"
"100870","2011","2244"
"94456","2011","2002"
"94606","2011","1501"
"94768","2011","2185"
"100923","2011","2559"
"154932","2011","3094"
"101056","2011","3680"
"102703","2011","3428"
"109826","2011","9116"
"101083","2011","2366"
"101243","2011","1325"
"101298","2011","10020"
"101458","2011","7024"
"102838","2011","1747"
"101724","2011","1878"
"102749","2011","4896"
"101804","2011","7148"
"101822","2011","3245"
"102240","2011","4491"
"103443","2011","3182"
"102419","2011","5093"
"103960","2011","3409"
"102641","2011","1067"
"103862","2011","3663"
"103014","2011","5374"
"103032","2011","6486"
"103130","2011","4412"
"103283","2011","3806"
"103470","2011","2514"
"103568","2011","1266"
"104323","2011","2491"
"104083","2011","2145"
"175439","2011","1609"
"103639","2011","3781"
"103764","2011","3541"
"175466","2011","2011"
"104181","2011","5404"
"104341","2011","1695"
"104421","2011","3038"
"104635","2011","3907"
"104751","2011","4185"
"104886","2011","3131"
"105026","2011","2843"
"105222","2011","3064"
"105384","2011","3373"
"105712","2011","2448"
"105776","2011","3074"
"105794","2011","1876"
"105829","2011","4054"
"131407","2011","13367"
"132164","2011","3799"
"132379","2011","1770"
"132459","2011","1260"
"132510","2011","4653"
"132681","2011","6579"
"132752","2011","4976"
"133394","2011","3392"
"133278","2011","1915"
"133688","2011","2233"
"135244","2011","5230"
"174744","2011","73868"
"179962","2011","3488"
