JUDETUL ALBA,METES,VARVARA NICOLAE,PARTIDUL SOCIAL DEMOCRAT,2004,5586
JUDETUL ALBA,MIHALT,CARNAT MARIN,PARTIDUL NATIONAL TARANESC CRESTIN DEMOCRAT,2004,5719
JUDETUL ALBA,MIRASLAU,MARGINEAN AUREL,PARTIDUL SOCIAL DEMOCRAT,2004,5764
JUDETUL ALBA,MOGOS,MACAVEI MIRCEA LIVIU,PARTIDUL NATIONAL LIBERAL,2004,5835
JUDETUL ALBA,NOSLAC,VINTELER SILVIU,PARTIDUL DEMOCRAT,2004,6057
JUDETUL ALBA,OCOLIS,JUCAN ALIN ALEXANDRU,PARTIDUL SOCIAL DEMOCRAT,2004,6128
JUDETUL ALBA,OHABA,MIHALTAN NICOLAE,PARTIDUL SOCIAL DEMOCRAT,2004,6173
JUDETUL ALBA,PIANU,PETRUSE MARIN IOAN,PARTIDUL SOCIAL DEMOCRAT,2004,6217
JUDETUL ALBA,POIANA VADULUI,AVRAM ILIE,PARTIDUL DEMOCRAT,2004,6280
JUDETUL ALBA,PONOR,CORDEA VICTOR,PARTIDUL SOCIAL DEMOCRAT,2004,6404
JUDETUL ALBA,POSAGA,BOTAS IOAN,PARTIDUL UMANIST DIN ROMANIA (SOCIAL LIBERAL),2004,6468
JUDETUL ALBA,RADESTI,LAZAR AUREL,PARTIDUL NATIONAL LIBERAL,2004,6556
JUDETUL ALBA,RAMETEA,VERES RUDOLF,UNIUNEA DEMOCRATA MAGHIARA DIN ROMANIA,2004
JUDETUL ALBA,RAMET,DAN AUREL,PARTIDUL NATIONAL LIBERAL,2004,6636
JUDETUL ALBA,ROSIA MONTANA,NARITA VIRGIL NICOLAE,PARTIDUL SOCIAL DEMOCRAT,2004,6770
JUDETUL ALBA,ROSIA DE SECAS,WAGNER GHEORGHE,CANDIDAT INDEPENDENT,2004,6949
JUDETUL ALBA,SALCIUA,LOMBREA VASILE,PARTIDUL DEMOCRAT,2004,6976
JUDETUL ALBA,SALISTEA,STANILA AUREL EMIL,PARTIDUL NATIONAL TARANESC CRESTIN DEMOCRAT,2004,7053
JUDETUL ALBA,SASCIORI,MORAR NICOLAE FLORIN,PARTIDUL SOCIAL DEMOCRAT,2004,7106
JUDETUL ALBA,SCARISOARA,COSTEA CRISTIAN-VASILE,PARTIDUL SOCIAL DEMOCRAT,2004,7204
JUDETUL ALBA,SANCEL,FRATILA ILIE,PARTIDUL UNITATII NATIUNII ROMANE,2004,7357
JUDETUL ALBA,SANTIMBRU,POPA IOAN IANCU,PARTIDUL DEMOCRAT,2004,7393
JUDETUL ALBA,SOHODOL,ANDREICA LUCIAN,PARTIDUL NATIONAL LIBERAL,2004,7455
JUDETUL ALBA,STREMT,SIRBU IOAN,PARTIDUL NATIONAL TARANESC CRESTIN DEMOCRAT,2004,7776
JUDETUL ALBA,SIBOT,HERLEA IOAN SIMION,PARTIDUL NATIONAL LIBERAL,2004,7829
JUDETUL ALBA,SONA,HORSIA IOAN,PARTIDUL DEMOCRAT,2004,7874
JUDETUL ALBA,SPRING,RUSU DANIEL-GHEORGHE,PARTIDUL UMANIST DIN ROMANIA (SOCIAL LIBERAL),2004,7954
JUDETUL ALBA,SUGAG,JINAR CONSTANTIN,PARTIDUL NATIONAL LIBERAL,2004,8023
JUDETUL ALBA,UNIREA,METEA CRISTINEL IOAN,PARTIDUL SOCIAL DEMOCRAT,2004,8167
JUDETUL ALBA,VADU MOTILOR,HRISTEA EUGENIA SILVIA,PARTIDUL SOCIAL DEMOCRAT,2004,8238
