BASCOV,1966,5417
BASCOV,1977,7612
BASCOV,1992,7941
BABANA,1930,3143
BABANA,1956,3619
BABANA,1966,3240
BABANA,1977,3671
BABANA,1992,2790
BAICULESTI,1930,5187
BAICULESTI,1956,5657
BAICULESTI,1966,6005
BAICULESTI,1977,7577
BAICULESTI,1992,6373
BALILESTI,1930,3618
BALILESTI,1956,4302
BALILESTI,1966,4173
BALILESTI,1977,4934
BALILESTI,1992,4441
BELETI-NEGRESTI,1930,2267
BELETI-NEGRESTI,1956,2452
BELETI-NEGRESTI,1966,2189
BELETI-NEGRESTI,1977,2372
BELETI-NEGRESTI,1992,2062
BEREVOESTI,1930,2284
BEREVOESTI,1956,3226
BEREVOESTI,1966,3567
BEREVOESTI,1977,3467
BEREVOESTI,1992,3501
BARLA,1930,7951
BARLA,1956,8900
BARLA,1966,8787
BARLA,1977,8174
BARLA,1992,6174
BOGATI,1930,5714
BOGATI,1956,6366
BOGATI,1966,5891
BOGATI,1977,6191
BOGATI,1992,5406
BOTENI,1930,2496
BOTENI,1956,2969
BOTENI,1966,3005
BOTENI,1977,3256
BOTENI,1992,2997
BOTESTI,1930,2009
BOTESTI,1956,2083
BOTESTI,1966,1890
BOTESTI,1977,1793
BOTESTI,1992,1469
BRADU,1930,3790
BRADU,1956,4584
BRADU,1966,5404
BRADU,1977,6698
BRADU,1992,4722
BRADULET,1930,2996
BRADULET,1956,3121
BRADULET,1966,4264
BRADULET,1977,2845
BRADULET,1992,2384
BUDEASA,1930,2832
BUDEASA,1956,3506
BUDEASA,1966,3558
BUDEASA,1977,4063
BUDEASA,1992,3786
BUGHEA DE JOS,1930,2215
BUGHEA DE JOS,1956,2660
BUGHEA DE JOS,1966,2851
BUGHEA DE JOS,1977,3345
BUGHEA DE JOS,1992,3068
BUZOESTI,1930,6379
BUZOESTI,1956,7902
BUZOESTI,1966,7869
BUZOESTI,1977,8481
BUZOESTI,1992,6744
CALDARARU,1930,4306
CALDARARU,1956,5001
CALDARARU,1966,4802
CALDARARU,1977,4696
CALDARARU,1992,3258
CALINESTI,1930,8984
CALINESTI,1956,9960
CALINESTI,1966,10445
CALINESTI,1977,11539
CALINESTI,1992,10528
CATEASCA,1930,3391
CATEASCA,1956,4102
CATEASCA,1966,4012
CATEASCA,1977,4712
CATEASCA,1992,3744
CEPARI,1930,2749
CEPARI,1956,3037
CEPARI,1966,2982
CEPARI,1977,3092
CEPARI,1992,2662
CETATENI,1930,2525
CETATENI,1956,3030
CETATENI,1966,2962
CETATENI,1977,3153
CETATENI,1992,3208
CICANESTI,1930,1774
CICANESTI,1956,2065
CICANESTI,1966,2085
CICANESTI,1977,2445
CICANESTI,1992,2446
CIOFRANGENI,1930,3205
CIOFRANGENI,1956,3635
CIOFRANGENI,1966,3255
CIOFRANGENI,1977,3103
CIOFRANGENI,1992,2813
CIOMAGESTI,1930,1883
CIOMAGESTI,1956,1973
CIOMAGESTI,1966,1960
CIOMAGESTI,1977,1843
CIOMAGESTI,1992,1612
COCU,1930,4630
COCU,1956,4883
COCU,1966,4156
COCU,1977,4284
COCU,1992,3157
CORBENI,1930,3198
CORBENI,1956,4520
CORBENI,1966,9173
CORBENI,1977,5580
CORBENI,1992,5686
CORBI,1930,4470
CORBI,1956,5204
CORBI,1966,4904
CORBI,1977,5438
CORBI,1992,4809
COSESTI,1930,4700
COSESTI,1956,5458
COSESTI,1966,5331
COSESTI,1977,5670
COSESTI,1992,5491
COTMEANA,1930,3250
COTMEANA,1956,3758
COTMEANA,1966,3426
COTMEANA,1977,3263
COTMEANA,1992,2428
CUCA,1930,3180
CUCA,1956,3470
CUCA,1966,3258
CUCA,1977,3163
CUCA,1992,2516
DAVIDESTI,1930,2377
DAVIDESTI,1956,2481
DAVIDESTI,1966,2658
DAVIDESTI,1977,3088
DAVIDESTI,1992,2688
DAMBOVICIOARA,1930,1147
DAMBOVICIOARA,1956,1613
DAMBOVICIOARA,1966,1690
DAMBOVICIOARA,1977,1609
DAMBOVICIOARA,1992,1286
DARMANESTI,1930,3043
DARMANESTI,1956,3478
DARMANESTI,1966,3557
DARMANESTI,1977,4273
DARMANESTI,1992,3750
DOBRESTI,1930,1638
DOBRESTI,1956,1941
DOBRESTI,1966,1758
DOBRESTI,1977,2019
DOBRESTI,1992,1928
DOMNESTI,1930,2609
DOMNESTI,1956,3117
DOMNESTI,1966,3338
DOMNESTI,1977,3634
DOMNESTI,1992,3325
DRAGOSLAVELE,1930,1714
DRAGOSLAVELE,1956,2134
DRAGOSLAVELE,1966,2293
DRAGOSLAVELE,1977,2325
DRAGOSLAVELE,1992,2911
DRAGANU,1930,2239
DRAGANU,1956,2397
DRAGANU,1966,2383
DRAGANU,1977,2576
DRAGANU,1992,2048
GODENI,1930,3521
GODENI,1956,4429
GODENI,1966,4009
GODENI,1977,3939
GODENI,1992,3620
HARSESTI,1930,4327
HARSESTI,1956,4933
HARSESTI,1966,4424
HARSESTI,1977,4702
HARSESTI,1992,3012
HARTIESTI,1930,3989
HARTIESTI,1956,4423
HARTIESTI,1966,4351
HARTIESTI,1977,5113
HARTIESTI,1992,4868
IZVORU,1930,2876
IZVORU,1956,3656
IZVORU,1966,3555
IZVORU,1977,3747
IZVORU,1992,2940
LEORDENI,1930,6880
LEORDENI,1956,7980
LEORDENI,1966,7656
LEORDENI,1977,7414
LEORDENI,1992,6245
LERESTI,1930,4634
LERESTI,1956,4819
LERESTI,1966,4810
LERESTI,1977,6270
LERESTI,1992,5397
LUNCA CORBULUI,1930,5887
LUNCA CORBULUI,1956,6378
LUNCA CORBULUI,1966,5553
LUNCA CORBULUI,1977,5409
LUNCA CORBULUI,1992,3825
MALURENI,1930,6243
MALURENI,1956,6506
MALURENI,1966,5893
MALURENI,1977,6084
MALURENI,1992,4944
MARACINENI,1930,2063
MARACINENI,1956,2554
MARACINENI,1966,3212
MARACINENI,1977,4005
MARACINENI,1992,4288
MERISANI,1930,3829
MERISANI,1956,4116
MERISANI,1966,4280
MERISANI,1977,5064
MERISANI,1992,4171
MICESTI,1930,1888
MICESTI,1956,2657
MICESTI,1966,2911
MICESTI,1977,3618
MICESTI,1992,3676
